,Unnamed: 0,Unnamed: 0.1,country,continent,year,lifeExp,pop,gdpPercap,iso_alpha,iso_num,Name,Country,Code,1990,2000,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,world
19,19,19,Cameroon,Africa,2007,50.43,17696293,2042.0952399999999,CMR,120,GDP,Cameroon,CMR,11151578050.7356,10083937740.0624,26143818509.6421,29337006833.0825,29104437355.0395,32348149947.3727,34942948737.3967,30916218544.4404,32621535418.9031,34922782310.6416,38675205293.0462,,world
20,20,20,Canada,Americas,2007,80.653,33390141,36319.235010000004,CAN,124,GDP,Canada,CAN,593929550908.468,742295468318.6321,1613542812589.39,1789140665202.84,1823966686523.63,1842018420853.1,1801480123070.82,1552899925233.71,1526705529135.32,1646867220617.47,1713341704877.01,,world
21,21,21,Central African Republic,Africa,2007,44.74100000000001,4369038,706.016537,CAF,140,GDP,Central African Republic,CAF,1440711395.67069,914500299.097034,2140503193.16261,2434792412.50855,2510270267.72918,1691063476.6415699,1892292911.82509,1695143879.57045,1823779165.27967,2067230996.47377,2219894701.95124,,world
22,22,22,Chad,Africa,2007,50.651,10238807,1704.0637239999999,TCD,148,GDP,Chad,TCD,1738605558.0543199,1385058161.7674599,10657705536.4978,12156380425.0825,12368071038.7362,12949854262.8127,13922223233.5184,10945989471.6286,10090922857.3905,9975692095.40855,11273115239.4255,,world
23,23,23,Chile,Americas,2007,78.553,16284741,13171.63885,CHL,152,GDP,Chile,CHL,33113887817.9731,77860932151.8471,218537551220.071,252251992029.442,267122320056.702,278384345259.474,260541629960.7289,243919085308.785,250339863130.847,277746461078.319,298231133532.74896,,world
24,24,24,China,Asia,2007,72.961,1318683096,4959.1148539999995,CHN,156,GDP,China,CHN,360857912565.966,1211346869605.24,6087164527421.24,7551500425597.77,8532230724141.76,9570405758739.79,10438529153237.6,11015542352468.9,11137945669350.6,12143491448186.1,13608151864637.9,,world
25,25,25,Colombia,Americas,2007,72.889,44227550,7006.580419,COL,170,GDP,Colombia,COL,47844090709.9908,99886577330.7271,286103648654.545,334454039093.586,370574421703.06,381866608838.8,381112119657.445,293481748240.779,282825009887.458,311789874617.096,331047040087.878,,world
26,26,26,Comoros,Africa,2007,65.152,710960,986.1478792000001,COM,174,GDP,Comoros,COM,429622147.743446,350264287.687331,907093130.3135213,1021746833.4257301,1015901205.4202801,1115906341.7772698,1148058015.47633,965640593.037584,1012147323.7934301,1074778460.9556,1177955048.65299,,world
27,27,27,"Congo, Dem. Rep.",Africa,2007,46.461999999999996,64606759,277.55185869999997,COD,180,GDP,"Congo, Dem. Rep.",COD,9349764580.36997,19088046305.7971,21565720044.4634,25839749198.8233,29306235826.3886,32679745297.6453,35909040265.9328,37917704900.0794,37134799974.5225,38019265625.8845,47227535290.9218,,world
28,28,28,"Congo, Rep.",Africa,2007,55.321999999999996,3800610,3632.557798,COG,178,GDP,"Congo, Rep.",COG,2798746050.58228,3219910550.39332,12007880438.6232,14425607179.6639,13677930123.5919,14085851348.068996,14177437982.2619,8553154580.399509,9035848070.90357,8701334800.219759,11263682694.0393,,world
29,29,29,Costa Rica,Americas,2007,78.782,4133884,9645.06142,CRI,188,GDP,Costa Rica,CRI,5711687786.75989,14949514493.331999,37268614024.3178,42262697840.385,46473128285.5589,49745088111.6953,50577769837.7462,54775994478.5095,57157992434.1805,58174549218.3352,60130106115.6294,,world
30,30,30,Cote d'Ivoire,Africa,2007,48.328,18013409,1544.750112,CIV,384,GDP,Cote d'Ivoire,CIV,10795850106.9547,10717022462.6859,24884505034.5564,25381616734.0693,26790579775.295,31264187110.3554,35316491206.7797,33131114321.6792,35296977343.6523,38053606750.5179,43007047821.7541,,world
31,31,31,Croatia,Europe,2007,75.748,4493312,14619.222719999998,HRV,191,GDP,Croatia,HRV,,21669159307.5371,59807966533.2848,62354235670.5777,56494436182.7599,58056951042.0866,57642879510.1075,49530656285.0852,51596929180.1352,55319620157.6135,60971699315.1776,,world
32,32,32,Cuba,Americas,2007,78.273,11416987,8948.102923,CUB,192,GDP,Cuba,CUB,28645436569.1489,30565400000.0,64328000000.0,68990000000.0,73141000000.0,77148000000.0,80656000000.0,87133000000.0,91370000000.0,96851000000.0,100023000000.0,,world
33,33,33,Czech Republic,Europe,2007,76.486,10228744,22833.30851,CZE,203,GDP,Czech Republic,CZE,40477403219.5176,61649492816.5201,207477857918.9189,227948349666.35397,207376427020.815,209402444996.10397,207818330723.835,186829940545.7589,195090272402.7289,215913545038.43,245225882903.37,,world
34,34,34,Denmark,Europe,2007,78.332,5468120,35278.41874,DNK,208,GDP,Denmark,DNK,138247285815.855,164158739097.62302,321995279401.502,344003137611.271,327148943812.13696,343584391647.927,352993631617.70795,302673068765.972,313115929314.339,329417067127.81604,355675329085.952,,world
35,35,35,Djibouti,Africa,2007,54.791000000000004,496374,2082.4815670000007,DJI,262,GDP,Djibouti,DJI,452328087.28287596,551230861.856505,1128611700.3618,1239144501.77525,1353632941.5207,2042817162.856389,2216200810.4847608,2445484583.05199,2618587757.14607,2766868072.24848,2955912228.2241697,,world
36,36,36,Dominican Republic,Americas,2007,72.235,9319622,6025.374752000002,DOM,214,GDP,Dominican Republic,DOM,7073675544.808471,24305116729.1851,53860187452.8829,58029773801.1283,60681535893.4288,62682158700.6381,67179956264.3268,71164826720.514,75704647977.3087,79998045976.4898,85555390387.0355,,world
37,37,37,Ecuador,Americas,2007,74.994,13755680,6873.262326000001,ECU,218,GDP,Ecuador,ECU,15239278100.3502,18327764882.4412,69555367000.0,79276664000.0,87924544000.0,95129659000.0,101726331000.0,99290381000.0,99937696000.0,104295862000.0,108398058000.0,,world
38,38,38,Egypt,Africa,2007,71.33800000000002,80264543,5581.180998,EGY,818,GDP,"Egypt, Arab Rep.",EGY,42978914311.3504,99838543960.0763,218888324504.75305,236001858960.015,279372758361.832,288586231501.877,305529656458.438,332698041030.807,332927833278.038,235369129337.71106,250894760351.232,,world
39,39,39,El Salvador,Americas,2007,71.878,6939688,5728.353514,SLV,222,GDP,El Salvador,SLV,4817542204.02673,11784927700.0,18448000000.0,20284000000.0,21386000000.0,21991000000.0,22593000000.0,23438000000.0,24154000000.0,24928000000.0,26057000000.0,,world
40,40,40,Equatorial Guinea,Africa,2007,51.57899999999999,551201,12154.08975,GNQ,226,GDP,Equatorial Guinea,GNQ,112119406.548331,1045998496.4387199,16298542027.9965,21329395900.871002,22389626329.3369,21942597765.3631,21736500712.9638,13180195435.1132,11233177619.4663,12289913729.3358,13432377049.5402,,world
41,41,41,Eritrea,Africa,2007,58.04,4906585,641.3695236000002,ERI,232,GDP,Eritrea,ERI,,706370815.584416,2117039512.1951199,2607739837.39837,,,,,,,,,world
42,42,42,Ethiopia,Africa,2007,52.946999999999996,76511887,690.8055759,ETH,231,GDP,Ethiopia,ETH,12175166763.285,8242392103.68061,29933790334.3418,31952763089.33,43310721414.0829,47648211133.2183,55612228233.5179,64589334978.8013,74296618481.0882,81760441158.7556,84355604752.5299,,world
43,43,43,Finland,Europe,2007,79.313,5238460,33207.0844,FIN,246,GDP,Finland,FIN,141438345513.917,125706651925.55699,249181190476.369,275243697751.011,258304834621.605,271285280621.37305,274497230802.958,234585368746.272,240570297852.344,254435041879.238,276743120515.764,,world
44,44,44,France,Europe,2007,80.657,61083916,30470.0167,FRA,250,GDP,France,FRA,1269179616913.63,1362248940482.77,2642609548930.36,2861408170264.61,2683825225092.63,2811077725703.59,2852165760630.27,2438207896251.84,2471285607081.72,2586285406561.51,2777535239277.98,,world
45,45,45,Gabon,Africa,2007,56.735,1454867,13206.48452,GAB,266,GDP,Gabon,GAB,5952293765.84468,5067865320.7979,14358584300.3006,18186478119.9582,17171447372.3334,17590745162.1326,18179752009.7489,14377324797.637,14014369641.7689,14892609693.1667,16853589311.4139,,world
46,46,46,Gambia,Africa,2007,59.448,1688359,752.7497265,GMB,270,GDP,"Gambia, The",GMB,317083373.52455896,782915402.421095,1543292392.54605,1409694553.9093401,1415006238.0950902,1375608956.10386,1229460601.92174,1378176868.31568,1467255923.49024,1504954957.89304,1632823198.95828,,world
47,47,47,Germany,Europe,2007,79.406,82400996,32170.37442,DEU,276,GDP,Germany,DEU,1771671207359.88,1943145384190.16,3396354075663.73,3744408602683.94,3527344944139.83,3732743446218.92,3883920155292.26,3360549973888.58,3466790065011.83,3656749414477.08,3947620162502.96,,world
48,48,48,Ghana,Africa,2007,60.022,22873338,1327.60891,GHA,288,GDP,Ghana,GHA,5889174825.4869995,4983024408.14828,32174772955.9748,39566292432.8615,41939728978.7281,63277216928.5093,53601126663.9079,49181854798.2552,55009730600.0307,58996776237.7603,65556464048.1539,,world
49,49,49,Greece,Europe,2007,79.483,10706290,27538.41188,GRC,300,GDP,Greece,GRC,97891090928.6328,130133845771.144,299361576558.217,287797822093.178,245670666639.047,239862011450.103,237029579260.722,196591353761.226,195222443512.93692,203085551429.132,218031844583.994,,world
50,50,50,Guatemala,Americas,2007,70.259,12572928,5186.050003,GTM,320,GDP,Guatemala,GTM,7650125217.35253,19288827158.9035,41338008612.7727,47654783851.8252,50388460924.7345,53851153446.6959,58722323918.1604,63767597193.9175,68663649521.7042,75620081928.17,78460447919.9915,,world
51,51,51,Guinea,Africa,2007,56.007,9947814,942.6542111,GIN,324,GDP,Guinea,GIN,2666616176.91609,2995360969.1619897,6853467857.61127,6785137172.770579,7638045254.42864,8376613843.27265,8778473614.54728,8794202443.67366,8603833218.24226,10324668266.5921,10907214993.5687,,world
52,52,52,Guinea-Bissau,Africa,2007,46.38800000000001,1472041,579.2317429999998,GNB,624,GDP,Guinea-Bissau,GNB,243961995.509785,370173838.651652,849050127.504407,1098379391.95039,989327811.785114,1045790132.98518,1053512334.17271,1047808175.0005699,1178204501.38801,1346841897.00437,1458156026.16376,,world
53,53,53,Haiti,Americas,2007,60.916000000000004,8502814,1201.637154,HTI,332,GDP,Haiti,HTI,3096289800.0,3953846310.66081,6622541528.56888,7516834160.25277,7890647021.756591,8485077205.26002,8775444941.93681,8724656126.498491,7970649131.234159,8409497402.4589,9658721168.86849,,world
54,54,54,Honduras,Americas,2007,70.19800000000001,7483763,3548.330846000001,HND,340,GDP,Honduras,HND,4923009551.51561,7103507989.050441,15839344591.9842,17710315005.9999,18528601901.323997,18499710127.8385,19756494434.7031,20979767785.2104,21717622071.3816,23100748921.7485,23969890430.7882,,world
55,55,55,"Hong Kong, China",Asia,2007,82.208,6980412,39724.97867,HKG,344,GDP,"Hong Kong SAR, China",HKG,76928290841.8701,171668164082.555,228637697575.04,248513617677.287,262629441493.476,275696879834.966,291459356985.337,309383627028.56104,320860698504.30896,341687111841.092,362682018243.286,,world
56,56,56,Hungary,Europe,2007,73.33800000000002,9956108,18008.94444,HUN,348,GDP,Hungary,HUN,,47218405892.4258,131135561228.37401,141109576981.423,128153691809.34695,135409048034.154,140558786480.464,124529741437.176,127507473625.63199,141510583019.556,157882912778.254,,world
57,57,57,Iceland,Europe,2007,81.757,301931,36180.789189999996,ISL,352,GDP,Iceland,ISL,6478459746.962279,9003639475.42485,13683689802.2771,15158548597.3876,14724078264.24,16033517529.2506,17758089312.4856,17344165907.2129,20716024757.4057,24489493459.0074,25878475760.1131,,world
58,58,58,India,Asia,2007,64.69800000000001,1110396331,2452.210407,IND,356,GDP,India,IND,320979026419.633,468394937262.37,1675615335600.56,1823050405350.42,1827637859135.7,1856722121394.53,2039127446298.55,2103587813812.75,2290432075123.75,2652242857923.91,2718732231257.57,,world
59,59,59,Indonesia,Asia,2007,70.65,223547000,3540.6515640000002,IDN,360,GDP,Indonesia,IDN,106140727357.035,165021012077.81,755094160363.0709,892969107923.0941,917869910105.749,912524136718.018,890814755233.225,860854235065.0791,931877364177.7421,1015423455783.28,1042173300625.55,,world
60,60,60,Iran,Asia,2007,70.964,69453570,11605.71449,IRN,364,GDP,"Iran, Islamic Rep.",IRN,124813263926.246,109591707802.233,487069570463.76794,583500357530.414,598853401276.1011,467414852231.299,434474616831.914,385874474398.59,418976679728.567,454012768723.589,,,world
61,61,61,Iraq,Asia,2007,59.545,27499638,4471.061906,IRQ,368,GDP,Iraq,IRQ,179885815374.719,,138516722649.573,185749664444.44397,218000986222.63892,234637674957.118,234648370497.427,177498577312.923,174878976033.941,195473049875.108,224228010477.88892,,world
62,62,62,Ireland,Europe,2007,78.885,4109086,40675.99635,IRL,372,GDP,Ireland,IRL,49364679953.1067,99852958356.3663,222148757313.006,237472361872.56,224999484104.853,238543538776.684,258471885130.304,291499812103.645,300523297712.96,334834010485.56,382487490532.479,,world
63,63,63,Israel,Asia,2007,80.745,6426679,25523.2771,ISR,376,GDP,Israel,ISR,59011278705.5248,132343042748.878,233995676194.679,261468634231.2,257180147032.142,292636164000.63696,309558454718.866,299813121212.641,318950599017.50604,353253406954.97,370587977153.58295,,world
64,64,64,Italy,Europe,2007,80.546,58147733,28569.7197,ITA,380,GDP,Italy,ITA,1181222652714.93,1143829832319.88,2134017843247.16,2291991045770.29,2087077032435.15,2141315327318.21,2159133919743.77,1835899237320.04,1875579883543.09,1956960611690.59,2083864259622.65,,world
65,65,65,Jamaica,Americas,2007,72.567,2780132,7320.880262000002,JAM,388,GDP,Jamaica,JAM,4592224067.37194,8985352831.94058,13220556882.7046,14444655299.8772,14807086889.2099,14262589157.7413,13897804560.3487,14187696311.3556,14075894320.3166,14806340821.0871,15713908816.1463,,world
66,66,66,Japan,Asia,2007,82.603,127467972,31656.06806,JPN,392,GDP,Japan,JPN,3132817652848.04,4887519660744.86,5700098114744.41,6157459594823.72,6203213121334.12,5155717056270.83,4850413536037.84,4389475622588.97,4926667087367.51,4859950558538.97,4971323079771.87,,world
67,67,67,Jordan,Asia,2007,72.535,6053193,4519.461171,JOR,400,GDP,Jordan,JOR,4160003917.4325795,8579280677.009871,26795901408.4507,29244647887.323997,31371056338.0282,34064873239.4366,36329267605.6338,38043450704.2253,39196676056.338,40708943661.9718,42231295774.6479,,world
68,68,68,Kenya,Africa,2007,54.11,35610177,1463.249282,KEN,404,GDP,Kenya,KEN,8572359162.856309,12705357103.0056,40000088346.8041,41953433591.4101,50412754861.0191,55096728047.9408,61448046801.6041,64007750178.5014,69188755511.0911,78757391333.0219,87908262519.9164,,world
69,69,69,"Korea, Dem. Rep.",Asia,2007,67.297,23301725,1593.06548,KOR,410,GDP,"Korea, Rep.",KOR,279349355713.801,561633125839.994,1094499338702.72,1202463682633.85,1222807284485.31,1305604981271.91,1411333926201.24,1382764027113.82,1414804158515.26,1530750923148.7,1619423701169.63,,world
70,70,70,"Korea, Rep.",Asia,2007,78.623,49044790,23348.13973000001,KOR,410,GDP,"Korea, Rep.",KOR,279349355713.801,561633125839.994,1094499338702.72,1202463682633.85,1222807284485.31,1305604981271.91,1411333926201.24,1382764027113.82,1414804158515.26,1530750923148.7,1619423701169.63,,world
71,71,71,Kuwait,Asia,2007,77.58800000000002,2505559,47306.98978,KWT,414,GDP,Kuwait,KWT,18427777777.7778,37712842242.5033,115419050942.08,154027536231.884,174070025008.932,174161495063.47,162631763879.129,114567298105.68301,109420059582.92,120707550280.25099,140645364238.411,,world
72,72,72,Lebanon,Asia,2007,71.993,3921278,10461.05868,LBN,422,GDP,Lebanon,LBN,2838485353.9618697,17260364842.4544,38419626533.9967,40075674295.1907,44230727694.859,46866579767.8275,48296099502.4876,49973893200.6633,51239050082.9187,53393799668.325,56639155555.5556,,world
73,73,73,Lesotho,Africa,2007,42.592,2012649,1569.331442,LSO,426,GDP,Lesotho,LSO,596415104.549144,887295267.8751551,2394600945.38102,2792049477.26553,2677545056.015589,2533992455.3330803,2608269551.8008,2289799039.79675,2314323471.3948,2565352373.26551,2738786277.79392,,world
74,74,74,Liberia,Africa,2007,45.678000000000004,3193942,414.5073415,LBR,430,GDP,Liberia,LBR,,874000000.0,1998000000.0,2398000000.0,2721000000.0,3067000000.0,3144000000.0,3177000000.0,3277826000.0,3285455000.0,3264000000.0,,world
75,75,75,Libya,Africa,2007,73.952,6036914,12057.49928,LBY,434,GDP,Libya,LBY,28901836158.1921,38270206950.41,74773444900.5368,34699395523.6073,81873662518.8238,65502870173.7831,41142722414.3351,27842131479.8726,26197143268.1243,37881431912.7565,48364208571.4286,,world
76,76,76,Madagascar,Africa,2007,59.44300000000001,19167654,1044.770126,MDG,450,GDP,Madagascar,MDG,3081479800.2876897,3877673539.09084,9982711338.11813,11551819617.6271,11578974887.9562,12423555269.3893,12522957228.1764,11323020828.5758,11848613735.1933,13176313593.5509,13853432868.227,,world
77,77,77,Malawi,Africa,2007,48.303000000000004,13327079,759.3499101,MWI,454,GDP,Malawi,MWI,1880771556.30474,1743506531.32652,6959655570.89098,8004000737.30717,6028487928.83351,5518880768.57955,6047813437.31804,6373212640.84604,5433040159.88747,6303292264.18905,7064971176.34408,,world
78,78,78,Malaysia,Asia,2007,74.241,24821286,12451.6558,MYS,458,GDP,Malaysia,MYS,44024178343.0071,93789736842.1053,255016609232.871,297951960784.31396,314443149443.149,323277158906.979,338061963396.37604,301354756113.174,301255454041.415,318958236443.122,358581943446.259,,world
79,79,79,Mali,Africa,2007,54.467,12031795,1042.581557,MLI,466,GDP,Mali,MLI,2681912030.4938397,2954129565.82965,10678749467.4697,12978107560.5982,12442747897.2223,13246412031.4145,14345831014.6335,13099497220.4728,14010787737.8424,15337740140.8637,17163432832.0957,,world
80,80,80,Mauritania,Africa,2007,64.164,3270065,1803.1514960000002,MRT,478,GDP,Mauritania,MRT,1019600785.2721199,1293654176.88438,4337794152.82681,5166346516.40948,5231255478.38986,5639818811.90095,5391555433.76476,4828858024.69136,4679346590.90909,4905893854.7486,5234817927.170871,,world
81,81,81,Mauritius,Africa,2007,72.801,1250882,10956.99112,MUS,480,GDP,Mauritius,MUS,2653480001.34558,4663313620.017071,10003670690.3497,11518393367.2403,11668685524.1265,12129642296.4425,12803445933.5894,11692287066.381,12232463655.5727,13259351418.4459,14220348672.7333,,world
82,82,82,Mexico,Americas,2007,76.195,108700891,11977.57496,MEX,484,GDP,Mexico,MEX,261253582805.945,707906744574.644,1057801295584.05,1180489601957.61,1201089987015.45,1274443084716.57,1314563967425.24,1170564619927.69,1077903618176.07,1157736189998.15,1220699479845.98,,world
83,83,83,Mongolia,Asia,2007,66.803,2874127,3095.772271000001,MNG,496,GDP,Mongolia,MNG,2560785660.0,1136896123.6129801,7189481824.07288,10409797649.3063,12292770631.1967,12582122604.1921,12226514722.0861,11749620619.5962,11186734674.3847,11425755279.5395,13066749138.3261,,world
84,84,84,Montenegro,Europe,2007,74.543,684736,9253.896111,MNE,499,GDP,Montenegro,MNE,,984297589.359934,4139192052.9801297,4538199888.796221,4087725812.6686397,4464261816.25066,4587928884.17142,4052913385.8267694,4374128318.58407,4844592066.71174,5504166666.66667,,world
85,85,85,Morocco,Africa,2007,71.164,33757175,3820.17523,MAR,504,GDP,Morocco,MAR,30180108561.9305,38857251336.3448,93216746661.5977,101370474295.10901,98266306615.3632,106825649872.108,110081248587.369,101179808076.36,103311649248.024,109714300453.983,117921394402.361,,world
86,86,86,Mozambique,Africa,2007,42.082,19951656,823.6856205,MOZ,508,GDP,Mozambique,MOZ,,5553894130.240622,11087646867.9421,14381552432.9494,16350804543.0515,16974320551.0213,17716084107.5888,15950969018.9458,11936999283.1791,13219084261.3664,14717223206.9,,world
87,87,87,Myanmar,Asia,2007,62.068999999999996,47761980,944.0,MMR,104,GDP,Myanmar,MMR,,8905066163.58643,49540813342.4834,59977326085.9908,59937797559.3295,60269734044.525986,65446199787.8425,59687410896.5734,63256184700.2223,66719084253.4803,71214803377.8284,,world
88,88,88,Namibia,Africa,2007,52.90600000000001,2055080,4811.060429,NAM,516,GDP,Namibia,NAM,2785764518.01845,3833993702.98856,11282192605.0374,12409629835.6998,13016272898.9038,12717790504.5002,12786078008.2376,11650656642.2655,11286139080.0065,13566192144.4614,14521711633.9533,,world
89,89,89,Nepal,Asia,2007,63.785,28901790,1091.359778,NPL,524,GDP,Nepal,NPL,3627562402.66027,5494252207.905021,16002656434.4746,18913574370.76,18851513891.066,19271168018.482,20002968837.9471,21410840908.5198,21185922407.5922,25180583769.9244,29040398982.3466,,world
90,90,90,Netherlands,Europe,2007,79.762,16570613,36797.93332,NLD,528,GDP,Netherlands,NLD,318330511920.61,416442786069.65204,846554894931.0841,904085980796.018,838971306990.9059,876923518850.405,890981311077.658,765264949780.999,783528181704.567,831809944960.879,913658465709.125,,world
91,91,91,New Zealand,Oceania,2007,80.204,4115771,25185.00911,NZL,554,GDP,New Zealand,NZL,45495129385.0475,52623281956.7031,146583831538.331,168461998741.295,176193696737.934,190784384693.441,200834001603.85,177208110322.70398,187854022728.45892,202590814084.99106,204923917869.355,,world
92,92,92,Nicaragua,Americas,2007,72.899,5675356,2749.320965,NIC,558,GDP,Nicaragua,NIC,1009455483.8709699,5107329007.0922,8758639096.47693,9774351930.71802,10532006608.1447,10982938825.6994,11880395548.3476,12756706583.3113,13286048705.496,13843612004.9649,13117845416.6297,,world
93,93,93,Niger,Africa,2007,56.867,12894865,619.6768923999998,NER,562,GDP,Niger,NER,2480673194.99252,1798374468.3636198,5718664504.91341,6409184724.22579,6942258305.19085,7667952566.391391,8229731383.756559,7217667780.59665,7528285443.607691,8119710126.32655,9290938457.2883,,world
94,94,94,Nigeria,Africa,2007,46.858999999999995,135031164,2013.9773050000001,NGA,566,GDP,Nigeria,NGA,54035795388.0915,69448756932.5833,363359886203.409,410334579160.752,459376049763.99896,514966287334.27704,568498937615.656,494583180777.10297,404649527537.753,375745486520.715,397269616080.90796,,world
95,95,95,Norway,Europe,2007,80.196,4627926,49357.19017,NOR,578,GDP,Norway,NOR,119791683307.50699,171247131268.604,428757038466.841,498283438454.281,509506317146.541,522761531914.894,498410050251.25604,385801550067.169,368827142857.1429,398393955268.99,434166615431.909,,world
96,96,96,Oman,Asia,2007,75.64,3204897,22316.19287,OMN,512,GDP,Oman,OMN,11685045513.6541,19507412223.6671,58642392717.8153,67937581274.3823,76689206762.0286,78784395318.5956,81076723016.9051,68921456436.9311,65941482444.7334,70597919375.8127,79276723016.9051,,world
